gene,log2FoldChange,pValue,rawPValue,qValue,significant
ANKRD28,-0.609815,0.0634093,0.0634093,0.819168,no
ANKRD29,0.233079,0.581102,0.581102,0.999906,no
ANKRD32,-0.270966,0.619464,0.619464,0.999906,no
ANKRD33B,-0.03706,0.905274,0.905274,0.999906,no
ANKRD34A,-0.167478,0.793445,0.793445,0.999906,no
ANKRD35,-0.289564,0.535019,0.535019,0.999906,no
ANKRD36,0.603732,0.206248,0.206248,0.999906,no
ANKRD36B,0.376505,0.452341,0.452341,0.999906,no
ANKRD36BP1,-0.615881,0.171961,0.171961,0.999906,no
ANKRD37,-0.442342,0.694927,0.694927,0.999906,no
ANKRD39,-0.022686,0.972209,0.972209,0.999906,no
ANKRD40,-0.347052,0.269237,0.269237,0.999906,no
ANKRD42,0.148903,0.771514,0.771514,0.999906,no
ANKRD44,0.0171927,0.983036,0.983036,0.999906,no
ANKRD45,1.40418,0.118229,0.118229,0.999906,no
ANKRD46,0.121585,0.828578,0.828578,0.999906,no
ANKRD49,-0.301523,0.52763,0.52763,0.999906,no
ANKRD5,-0.0837981,0.925155,0.925155,0.999906,no
ANKRD50,0.0323411,0.92636,0.92636,0.999906,no
ANKRD52,-0.0805735,0.796169,0.796169,0.999906,no
ANKRD53,-0.175575,0.83929,0.83929,0.999906,no
ANKRD54,-0.0229649,0.960592,0.960592,0.999906,no
ANKRD6,0.17456,0.831128,0.831128,0.999906,no
ANKRD65,-0.296752,0.762287,0.762287,0.999906,no
ANKRD9,0.171843,0.793392,0.793392,0.999906,no
ANKS1A,-0.167427,0.6179,0.6179,0.999906,no
ANKS3,-0.0681508,0.888304,0.888304,0.999906,no
ANKS6,-0.0534344,0.872697,0.872697,0.999906,no
ANKZF1,-0.303855,0.443534,0.443534,0.999906,no
ANLN,0.0860655,0.846703,0.846703,0.999906,no
ANO1,-0.273305,0.471514,0.471514,0.999906,no
ANO10,-0.380785,0.314151,0.314151,0.999906,no
ANO3,-0.234314,0.728683,0.728683,0.999906,no
ANO4,-0.475323,0.495801,0.495801,0.999906,no
ANO6,-0.256762,0.475228,0.475228,0.999906,no
ANO8,0.255505,0.735613,0.735613,0.999906,no
ANP32A,0.429918,0.231103,0.231103,0.999906,no
ANP32AP1,0.573235,0.445285,0.445285,0.999906,no
ANP32B,-0.10506,0.733569,0.733569,0.999906,no
ANP32C,0.115867,0.898921,0.898921,0.999906,no
ANP32E,0.28358,0.422373,0.422373,0.999906,no
ANPEP,-1.1235,0.000488084,0.000488084,0.0244277,yes
ANTXR1,-0.113905,0.857073,0.857073,0.999906,no
ANTXR2,-0.377595,0.435474,0.435474,0.999906,no
ANXA1,-0.450649,0.197784,0.197784,0.999906,no
ANXA11,-0.342131,0.334261,0.334261,0.999906,no
ANXA2,-0.82745,0.02815,0.02815,0.498006,no
ANXA2P1,-0.972941,0.173602,0.173602,0.999906,no
ANXA2P2,-0.662527,0.0735312,0.0735312,0.879316,no
ANXA2P3,-1.12607,0.0177968,0.0177968,0.358811,no
ANXA3,-0.0720141,0.91322,0.91322,0.999906,no
ANXA4,-1.19863,0.000201235,0.000201235,0.0125313,yes
ANXA5,-0.202117,0.625386,0.625386,0.999906,no
ANXA6,-0.951245,0.0101053,0.0101053,0.24693,no
ANXA7,0.0956171,0.772581,0.772581,0.999906,no
ANXA9,-0.179884,0.821838,0.821838,0.999906,no
AOC2,-0.951512,0.309372,0.309372,0.999906,no
AOC3,-0.283846,0.513175,0.513175,0.999906,no
AOX1,-1.56317,3.41682e-06,3.41682e-06,0.000466379,yes
AP1AR,-0.170911,0.693052,0.693052,0.999906,no
AP1B1,0.0901249,0.780828,0.780828,0.999906,no
AP1G1,-0.19428,0.529571,0.529571,0.999906,no
AP1G2,-0.127551,0.811237,0.811237,0.999906,no
AP1M1,-1.09362,0.00060663,0.00060663,0.0290688,yes
AP1S1,0.00562122,0.986266,0.986266,0.999906,no
AP1S2,-0.287896,0.424094,0.424094,0.999906,no
AP1S3,0.478516,0.535375,0.535375,0.999906,no
AP2A1,-0.264596,0.420616,0.420616,0.999906,no
AP2A2,-0.0423584,0.891149,0.891149,0.999906,no
AP2M1,-0.135918,0.693612,0.693612,0.999906,no
AP2S1,-0.300243,0.358949,0.358949,0.999906,no
AP3B1,-0.101383,0.742154,0.742154,0.999906,no
AP3B2,-0.416961,0.769387,0.769387,0.999906,no
AP3D1,-0.0172284,0.959962,0.959962,0.999906,no
AP3M1,-0.141618,0.66947,0.66947,0.999906,no
AP3M2,0.438873,0.263678,0.263678,0.999906,no
AP3S1,-0.0852528,0.782753,0.782753,0.999906,no
AP3S2,-0.151715,0.758189,0.758189,0.999906,no
AP4B1,0.0743158,0.891427,0.891427,0.999906,no
AP4E1,0.0501332,0.891392,0.891392,0.999906,no
AP4M1,0.338258,0.722231,0.722231,0.999906,no
AP4S1,-0.0190291,0.994959,0.994959,0.999906,no
AP5B1,-0.694844,0.0780182,0.0780182,0.9065,no
APAF1,-0.111046,0.760654,0.760654,0.999906,no
APBA1,0.214187,0.549867,0.549867,0.999906,no
APBA2,0.0122321,0.98354,0.98354,0.999906,no
APBA3,-0.13461,0.771163,0.771163,0.999906,no
APBB1,-0.216224,0.512232,0.512232,0.999906,no
APBB1IP,0.136614,0.717142,0.717142,0.999906,no
APBB2,-1.08534,0.00109605,0.00109605,0.0476234,yes
APC,-0.255919,0.426255,0.426255,0.999906,no
APCDD1,-1.78282,1.77914e-06,1.77914e-06,0.000270129,yes
APCDD1L,0.71387,0.232822,0.232822,0.999906,no
APEH,-0.0941669,0.765347,0.765347,0.999906,no
APEX1,0.284865,0.401272,0.401272,0.999906,no
APEX2,0.159495,0.714266,0.714266,0.999906,no
APH1A,-0.131491,0.708109,0.708109,0.999906,no
APH1B,-0.0354947,0.918191,0.918191,0.999906,no
API5,-0.0658295,0.83467,0.83467,0.999906,no
APIP,-0.10698,0.88745,0.88745,0.999906,no
APITD1,0.00213267,0.99685,0.99685,0.999906,no
APLF,0.21748,0.686208,0.686208,0.999906,no
APLN,0.93952,0.0683831,0.0683831,0.848541,no
APLP1,0.710956,0.280381,0.280381,0.999906,no
APLP2,-0.0976379,0.826747,0.826747,0.999906,no
APOA1BP,-0.20086,0.565339,0.565339,0.999906,no
APOB,-1.23181,0.0121891,0.0121891,0.279646,no
APOBEC3B,0.162864,0.849537,0.849537,0.999906,no
APOBEC3C,0.364649,0.284755,0.284755,0.999906,no
APOBEC3D,-0.388869,0.600596,0.600596,0.999906,no
APOBEC3F,0.334399,0.734343,0.734343,0.999906,no
APOBEC3G,0.324884,0.559754,0.559754,0.999906,no
APOC1,0.876168,0.258715,0.258715,0.999906,no
APOD,-1.03944,0.00648521,0.00648521,0.179948,no
APOE,0.349293,0.31081,0.31081,0.999906,no
APOL1,0.25664,0.46573,0.46573,0.999906,no
APOL2,-0.325053,0.320216,0.320216,0.999906,no
APOL3,-0.547954,0.182618,0.182618,0.999906,no
APOL4,0.732512,0.441398,0.441398,0.999906,no
APOL6,0.349405,0.277692,0.277692,0.999906,no
APOLD1,0.92212,0.173528,0.173528,0.999906,no
APOM,0.201367,0.968615,0.968615,0.999906,no
APOO,0.117525,0.894009,0.894009,0.999906,no
APOOL,-0.837359,0.0172299,0.0172299,0.352272,no
APOPT1,-0.0850103,0.826321,0.826321,0.999906,no
APP,0.131517,0.793244,0.793244,0.999906,no
APPBP2,0.128403,0.678122,0.678122,0.999906,no
APPL1,-0.0527388,0.86698,0.86698,0.999906,no
APPL2,0.0136611,0.96616,0.96616,0.999906,no
APRT,-0.186471,0.614961,0.614961,0.999906,no
APTX,0.0820232,0.863231,0.863231,0.999906,no
AQP1,0.393884,0.647916,0.647916,0.999906,no
AQP11,0.921122,0.133991,0.133991,0.999906,no
AQP3,2.90758,4.24853e-06,4.24853e-06,0.000541607,yes
AQR,-0.240218,0.448705,0.448705,0.999906,no
AR,-0.145876,0.696741,0.696741,0.999906,no
ARAF,-0.096692,0.978925,0.978925,0.999906,no
ARAP1,0.139833,0.679914,0.679914,0.999906,no
ARAP3,0.499861,0.225305,0.225305,0.999906,no
ARCN1,-0.191421,0.549162,0.549162,0.999906,no
ARF1,-0.333655,0.317374,0.317374,0.999906,no
ARF3,-0.212699,0.494363,0.494363,0.999906,no
ARF4,-0.224325,0.481028,0.481028,0.999906,no
ARF5,-0.419956,0.175069,0.175069,0.999906,no
ARF6,-0.336542,0.278539,0.278539,0.999906,no
ARFGAP1,-0.0053278,0.986501,0.986501,0.999906,no
ARFGAP2,-0.138745,0.703284,0.703284,0.999906,no
ARFGAP3,-0.0142723,0.964908,0.964908,0.999906,no
ARFGEF1,-0.108465,0.726253,0.726253,0.999906,no
ARFGEF2,-0.332394,0.284247,0.284247,0.999906,no
ARFIP1,0.0803759,0.839356,0.839356,0.999906,no
ARFIP2,0.152477,0.718402,0.718402,0.999906,no
ARFRP1,0.211505,0.699416,0.699416,0.999906,no
ARG2,-0.152151,0.85638,0.85638,0.999906,no
ARGLU1,-0.100143,0.746481,0.746481,0.999906,no
ARHGAP1,-0.309013,0.334255,0.334255,0.999906,no
ARHGAP10,-0.517539,0.114264,0.114264,0.999906,no
ARHGAP11A,0.339641,0.451466,0.451466,0.999906,no
ARHGAP11B,0.0431944,0.957577,0.957577,0.999906,no
ARHGAP12,-0.216322,0.490679,0.490679,0.999906,no
ARHGAP17,-0.0985487,0.779914,0.779914,0.999906,no
ARHGAP18,-0.260361,0.475502,0.475502,0.999906,no
ARHGAP20,0.421643,0.188717,0.188717,0.999906,no
ARHGAP21,-0.173371,0.583541,0.583541,0.999906,no
ARHGAP22,0.756432,0.0755572,0.0755572,0.893267,no
ARHGAP23,-0.286295,0.359295,0.359295,0.999906,no
ARHGAP24,0.15821,0.670196,0.670196,0.999906,no
ARHGAP26,-0.0956134,0.795111,0.795111,0.999906,no
ARHGAP28,1.47634,0.000167081,0.000167081,0.0108546,yes
ARHGAP29,-1.18048,0.000453295,0.000453295,0.0232904,yes
ARHGAP31,0.646207,0.112572,0.112572,0.999906,no
ARHGAP32,0.299726,0.439482,0.439482,0.999906,no
ARHGAP33,0.352955,0.61587,0.61587,0.999906,no
ARHGAP35,0.141164,0.648735,0.648735,0.999906,no
ARHGAP39,0.318697,0.598437,0.598437,0.999906,no
ARHGAP4,0.219778,0.859276,0.859276,0.999906,no
ARHGAP42,1.40687,0.0307091,0.0307091,0.522635,no
ARHGAP44,0.0740905,0.964016,0.964016,0.999906,no
ARHGAP5,-0.0586871,0.863226,0.863226,0.999906,no
ARHGAP5-AS1,0.609597,0.444187,0.444187,0.999906,no
ARHGAP6,-0.112341,0.795735,0.795735,0.999906,no
ARHGDIA,-0.512177,0.136088,0.136088,0.999906,no
ARHGDIB,-1.06814,0.196774,0.196774,0.999906,no
ARHGEF1,-0.414142,0.214889,0.214889,0.999906,no
ARHGEF10,-0.00582467,0.985073,0.985073,0.999906,no
ARHGEF10L,-0.172378,0.628836,0.628836,0.999906,no
ARHGEF11,-0.0534833,0.870938,0.870938,0.999906,no
ARHGEF12,-0.319913,0.337125,0.337125,0.999906,no
ARHGEF17,-0.449109,0.146497,0.146497,0.999906,no
ARHGEF18,-0.203873,0.552957,0.552957,0.999906,no
ARHGEF19,-0.931903,0.128673,0.128673,0.999906,no
ARHGEF2,0.984219,0.00231529,0.00231529,0.0816882,no
ARHGEF25,-0.425743,0.188946,0.188946,0.999906,no
ARHGEF26,-0.414582,0.574195,0.574195,0.999906,no
ARHGEF3,0.958775,0.0328809,0.0328809,0.544509,no
ARHGEF35,0.0453947,0.932623,0.932623,0.999906,no
ARHGEF37,0.57108,0.223607,0.223607,0.999906,no
ARHGEF40,0.878016,0.00541773,0.00541773,0.155105,no
ARHGEF5,-0.145705,0.721546,0.721546,0.999906,no
ARHGEF6,0.0116595,0.971888,0.971888,0.999906,no
ARHGEF7,-0.282761,0.390967,0.390967,0.999906,no
ARHGEF9,0.322498,0.373795,0.373795,0.999906,no
ARID1A,0.0345407,0.91204,0.91204,0.999906,no
ARID1B,0.134445,0.670619,0.670619,0.999906,no
ARID2,0.228205,0.503239,0.503239,0.999906,no
ARID3A,-0.35231,0.427425,0.427425,0.999906,no
ARID3B,-0.161959,0.810126,0.810126,0.999906,no
ARID4A,-0.0685411,0.846285,0.846285,0.999906,no
ARID4B,0.0751864,0.821021,0.821021,0.999906,no
ARID5A,-0.76283,0.038719,0.038719,0.606971,no
ARID5B,-0.145035,0.695331,0.695331,0.999906,no
ARIH1,-0.00917918,0.97626,0.97626,0.999906,no
ARIH2,-0.0702893,0.82436,0.82436,0.999906,no
ARL1,0.246323,0.424886,0.424886,0.999906,no
ARL10,0.193271,0.709143,0.709143,0.999906,no
ARL13B,-0.269894,0.566792,0.566792,0.999906,no
ARL15,0.072957,0.836024,0.836024,0.999906,no
ARL16,0.0430355,0.91229,0.91229,0.999906,no
"ARL17A,ARL17B",0.261352,0.971636,0.971636,0.999906,no
ARL2,-0.106341,0.766193,0.766193,0.999906,no
ARL2-SNX15,1.79769e+308,0.27777,0.27777,0.999906,no
ARL2BP,0.015353,0.960651,0.960651,0.999906,no
ARL3,-0.067907,0.846937,0.846937,0.999906,no
ARL4A,0.0972762,0.855778,0.855778,0.999906,no
ARL4C,0.83119,0.00942266,0.00942266,0.235676,no
ARL4D,-0.012851,0.97749,0.97749,0.999906,no
ARL5B,0.256097,0.580427,0.580427,0.999906,no
ARL6,0.0938254,0.901441,0.901441,0.999906,no
ARL6IP1,-0.208142,0.505806,0.505806,0.999906,no
ARL6IP4,-0.136493,0.692427,0.692427,0.999906,no
ARL6IP5,-0.469664,0.148152,0.148152,0.999906,no
ARL6IP6,-0.29833,0.48628,0.48628,0.999906,no
ARL8A,-0.443614,0.235206,0.235206,0.999906,no
ARL8B,-0.255458,0.407299,0.407299,0.999906,no
ARMC1,0.0582678,0.866507,0.866507,0.999906,no
ARMC10,0.0524129,0.932317,0.932317,0.999906,no
ARMC12,-0.457596,0.633832,0.633832,0.999906,no
ARMC2,-0.544822,0.410183,0.410183,0.999906,no
ARMC5,-0.011214,0.982635,0.982635,0.999906,no
ARMC6,0.00779612,0.984602,0.984602,0.999906,no
ARMC7,-0.222727,0.712399,0.712399,0.999906,no
ARMC8,-1.314,0.000441231,0.000441231,0.0227628,yes
ARMC9,-0.603326,0.0905803,0.0905803,0.975308,no
ARMCX1,0.265714,0.405361,0.405361,0.999906,no
ARMCX2,0.375193,0.231073,0.231073,0.999906,no
ARMCX3,0.340468,0.287235,0.287235,0.999906,no
ARMCX4,0.327096,0.575865,0.575865,0.999906,no
ARMCX5,0.362332,0.607117,0.607117,0.999906,no
"ARMCX5-GPRASP2,GPRASP2",0.0935382,0.908495,0.908495,0.999906,no
ARMCX6,0.652184,0.129181,0.129181,0.999906,no
ARNT,-0.0310536,0.920642,0.920642,0.999906,no
ARNT2,-0.574561,0.0676315,0.0676315,0.843864,no
ARNTL,-0.843826,0.101499,0.101499,0.999906,no
ARNTL2,0.0701905,0.863938,0.863938,0.999906,no
ARPC1A,-0.0533574,0.86504,0.86504,0.999906,no
ARPC1B,-0.135979,0.73436,0.73436,0.999906,no
ARPC2,-0.13634,0.689947,0.689947,0.999906,no
ARPC3,-0.379157,0.238904,0.238904,0.999906,no
ARPC5,-0.875785,0.00481214,0.00481214,0.142602,no
ARPC5L,-0.0769657,0.844759,0.844759,0.999906,no
ARPM1,-0.0962515,0.873563,0.873563,0.999906,no
ARPP19,-0.330532,0.283101,0.283101,0.999906,no
ARRB1,-0.0567839,0.884576,0.884576,0.999906,no
ARRB2,0.200984,0.726969,0.726969,0.999906,no
ARRDC1,-0.472316,0.365095,0.365095,0.999906,no
ARRDC2,-0.831584,0.0427614,0.0427614,0.639126,no
ARRDC3,0.353999,0.282475,0.282475,0.999906,no
ARRDC4,0.741204,0.0193873,0.0193873,0.383574,no
ARSA,-0.0320705,0.928374,0.928374,0.999906,no
ARSB,-0.0572575,0.875454,0.875454,0.999906,no
ARSD,-0.0912469,0.796397,0.796397,0.999906,no
ARSE,0.224795,0.733634,0.733634,0.999906,no
ARSG,-0.198443,0.755343,0.755343,0.999906,no
ARSI,1.75159,0.00065912,0.00065912,0.030926,yes
ARSJ,-0.314133,0.323126,0.323126,0.999906,no
ARSK,-0.813188,0.0245483,0.0245483,0.454702,no
ART5,1.19341,0.363705,0.363705,0.999906,no
ARV1,-0.0350052,0.936941,0.936941,0.999906,no
ARVCF,0.202882,0.888261,0.888261,0.999906,no
AS3MT,0.090169,0.945701,0.945701,0.999906,no
ASAH1,-0.0023251,0.99452,0.99452,0.999906,no
ASAH2B,0.476423,0.597496,0.597496,0.999906,no
ASAP1,-0.320832,0.33537,0.33537,0.999906,no
ASAP2,0.0980253,0.770863,0.770863,0.999906,no
ASAP3,0.0230803,0.941108,0.941108,0.999906,no
ASB1,-0.307654,0.328279,0.328279,0.999906,no
ASB13,-0.840493,0.0547845,0.0547845,0.754641,no
ASB16,0.290448,0.827756,0.827756,0.999906,no
ASB2,-1.12391,0.112983,0.112983,0.999906,no
ASB3,0.384156,0.80249,0.80249,0.999906,no
ASB5,-1.75723,0.0840856,0.0840856,0.944178,no
ASB6,-0.190204,0.633685,0.633685,0.999906,no
ASB7,0.0481905,0.920357,0.920357,0.999906,no
ASB8,0.205029,0.563328,0.563328,0.999906,no
ASCC1,0.0515624,0.924761,0.924761,0.999906,no
ASCC2,0.0925624,0.777132,0.777132,0.999906,no
ASCC3,0.206922,0.538704,0.538704,0.999906,no
ASF1A,0.100021,0.824729,0.824729,0.999906,no
ASF1B,0.116861,0.897963,0.897963,0.999906,no
ASH1L,0.102594,0.740638,0.740638,0.999906,no
ASH2L,0.0516544,0.883379,0.883379,0.999906,no
ASL,-0.499702,0.288468,0.288468,0.999906,no
ASMTL,-0.524493,0.199622,0.199622,0.999906,no
ASMTL-AS1,0.284059,0.871776,0.871776,0.999906,no
ASNA1,-0.0876203,0.780907,0.780907,0.999906,no
ASNS,0.988402,0.0188925,0.0188925,0.375985,no
ASNSD1,-0.204781,0.524266,0.524266,0.999906,no
ASPA,-0.20613,0.691064,0.691064,0.999906,no
ASPH,0.318242,0.548854,0.548854,0.999906,no
ASPHD1,-0.256695,0.70567,0.70567,0.999906,no
ASPHD2,0.286702,0.693168,0.693168,0.999906,no
ASPM,0.586306,0.278391,0.278391,0.999906,no
ASPN,-0.185622,0.797056,0.797056,0.999906,no
ASPRV1,-0.233178,0.839048,0.839048,0.999906,no
ASPSCR1,-0.0329261,0.94365,0.94365,0.999906,no
ASS1,0.27822,0.455978,0.455978,0.999906,no
ASTE1,0.606201,0.75665,0.75665,0.999906,no
ASTN2,0.779758,0.435899,0.435899,0.999906,no
ASUN,-0.0558698,0.882519,0.882519,0.999906,no
ASXL1,-0.338685,0.572746,0.572746,0.999906,no
ASXL2,0.080434,0.799683,0.799683,0.999906,no
ATAD1,-0.142957,0.6619,0.6619,0.999906,no
ATAD2,0.258542,0.486019,0.486019,0.999906,no
ATAD3A,-0.267229,0.53495,0.53495,0.999906,no
ATAD3B,-0.475213,0.333671,0.333671,0.999906,no
ATAT1,0.780315,0.637472,0.637472,0.999906,no
ATE1,0.135267,0.773288,0.773288,0.999906,no
ATF1,0.00726632,0.984303,0.984303,0.999906,no
ATF2,0.0490096,0.929997,0.929997,0.999906,no
ATF3,-2.01846,2.12133e-05,2.12133e-05,0.00217163,yes
ATF4,0.197301,0.551274,0.551274,0.999906,no
ATF5,1.04089,0.0125792,0.0125792,0.284252,no
ATF6,-0.0758307,0.808697,0.808697,0.999906,no
ATF6B,0.0330785,0.93355,0.93355,0.999906,no
ATF7,-0.023294,0.96488,0.96488,0.999906,no
ATF7IP,0.450061,0.187871,0.187871,0.999906,no
ATG10,-0.00576029,0.992539,0.992539,0.999906,no
ATG12,-0.064644,0.854418,0.854418,0.999906,no
ATG13,-0.232962,0.491901,0.491901,0.999906,no
ATG14,0.0748037,0.819332,0.819332,0.999906,no
ATG16L1,-0.315222,0.405818,0.405818,0.999906,no
ATG16L2,0.388262,0.507546,0.507546,0.999906,no
ATG2A,-0.246229,0.457107,0.457107,0.999906,no
ATG2B,0.159008,0.61105,0.61105,0.999906,no
ATG3,0.0414061,0.903702,0.903702,0.999906,no
ATG4A,0.229319,0.626565,0.626565,0.999906,no
ATG4B,-0.192751,0.573494,0.573494,0.999906,no
ATG4C,0.0965241,0.847361,0.847361,0.999906,no
ATG4D,-0.369676,0.67111,0.67111,0.999906,no
ATG5,-0.239151,0.489494,0.489494,0.999906,no
ATG7,0.106417,0.855797,0.855797,0.999906,no
ATG9A,-0.411394,0.177176,0.177176,0.999906,no
ATHL1,-0.46076,0.208217,0.208217,0.999906,no
ATIC,-0.135517,0.669274,0.669274,0.999906,no
ATL1,-0.0170704,0.975611,0.975611,0.999906,no
ATL2,-0.322715,0.461096,0.461096,0.999906,no
ATL3,-0.593742,0.0673453,0.0673453,0.843864,no
ATM,0.140204,0.649126,0.649126,0.999906,no
ATMIN,0.2037,0.510987,0.510987,0.999906,no
ATN1,-0.162831,0.611099,0.611099,0.999906,no
ATOH8,-0.781224,0.0279961,0.0279961,0.497124,no
ATOX1,0.0909368,0.793028,0.793028,0.999906,no
ATP10A,-1.34583,0.00183831,0.00183831,0.0691046,no
ATP10D,-0.0533386,0.869406,0.869406,0.999906,no
ATP11A,-0.0038179,0.991289,0.991289,0.999906,no
ATP11B,-0.347537,0.264246,0.264246,0.999906,no
ATP11C,-0.341812,0.309753,0.309753,0.999906,no
ATP13A1,-0.346589,0.287559,0.287559,0.999906,no
ATP13A2,-0.42433,0.29837,0.29837,0.999906,no
ATP13A3,-0.17134,0.590525,0.590525,0.999906,no
ATP1A1,-0.420644,0.232587,0.232587,0.999906,no
ATP1A1OS,0.126122,0.998388,0.998388,0.999906,no
ATP1A2,0.966908,0.033358,0.033358,0.549046,no
ATP1B1,-0.564292,0.272614,0.272614,0.999906,no
ATP1B3,-0.142174,0.651894,0.651894,0.999906,no
ATP2A2,-1.3792,0.00172839,0.00172839,0.0665284,no
ATP2A3,-0.152827,0.833971,0.833971,0.999906,no
ATP2B1,-0.52095,0.108752,0.108752,0.999906,no
ATP2B4,0.142617,0.722175,0.722175,0.999906,no
ATP2C1,0.185348,0.596812,0.596812,0.999906,no
ATP5A1,-0.047626,0.881632,0.881632,0.999906,no
ATP5B,-0.182094,0.578136,0.578136,0.999906,no
ATP5C1,-0.119227,0.712126,0.712126,0.999906,no
ATP5D,-0.0958801,0.803046,0.803046,0.999906,no
ATP5E,-0.26864,0.50723,0.50723,0.999906,no
ATP5EP2,-0.0980811,0.775575,0.775575,0.999906,no
ATP5F1,-0.107861,0.770884,0.770884,0.999906,no
ATP5G1,-0.109601,0.79981,0.79981,0.999906,no
ATP5G2,0.00270318,0.993356,0.993356,0.999906,no
ATP5G3,-0.0272729,0.93503,0.93503,0.999906,no
ATP5H,-0.335257,0.308524,0.308524,0.999906,no
ATP5I,-0.156737,0.653923,0.653923,0.999906,no
ATP5J,-0.141664,0.76805,0.76805,0.999906,no
ATP5J2,-0.149022,0.818658,0.818658,0.999906,no
ATP5L,-0.00876604,0.993357,0.993357,0.999906,no
ATP5L2,0.210531,0.98981,0.98981,0.999906,no
ATP5O,-0.0108458,0.972217,0.972217,0.999906,no
ATP5S,-0.419032,0.585559,0.585559,0.999906,no
ATP5SL,-0.0424423,0.917217,0.917217,0.999906,no
ATP6AP1,-0.067013,0.82942,0.82942,0.999906,no
ATP6AP1L,0.530974,0.490705,0.490705,0.999906,no
ATP6AP2,-0.0699101,0.825988,0.825988,0.999906,no
ATP6V0A1,-0.488726,0.13646,0.13646,0.999906,no
ATP6V0A2,-0.436808,0.234748,0.234748,0.999906,no
ATP6V0B,-0.456608,0.222599,0.222599,0.999906,no
ATP6V0C,-0.241447,0.456969,0.456969,0.999906,no
ATP6V0D1,0.33615,0.279971,0.279971,0.999906,no
ATP6V0E1,-0.250323,0.425554,0.425554,0.999906,no
ATP6V0E2,0.106131,0.802997,0.802997,0.999906,no
ATP6V1A,0.32746,0.296372,0.296372,0.999906,no
ATP6V1B1,-0.510593,0.569584,0.569584,0.999906,no
ATP6V1B2,-0.174438,0.57224,0.57224,0.999906,no
ATP6V1C1,-0.136622,0.658823,0.658823,0.999906,no
ATP6V1D,-0.192216,0.552923,0.552923,0.999906,no
ATP6V1E1,-0.397383,0.263316,0.263316,0.999906,no
ATP6V1E2,0.0383542,0.96307,0.96307,0.999906,no
ATP6V1F,-0.134643,0.684812,0.684812,0.999906,no
ATP6V1G1,0.1823,0.566303,0.566303,0.999906,no
ATP6V1G2-DDX39B,0.134168,0.94563,0.94563,0.999906,no
ATP6V1H,-0.0285771,0.93227,0.93227,0.999906,no
ATP7A,0.437908,0.268381,0.268381,0.999906,no
ATP7B,0.112272,0.859205,0.859205,0.999906,no
ATP8B1,-0.180921,0.570662,0.570662,0.999906,no
ATP8B2,-0.0380989,0.928493,0.928493,0.999906,no
ATP8B3,-0.151972,0.833541,0.833541,0.999906,no
ATP8B4,0.52156,0.124121,0.124121,0.999906,no
ATP8B5P,0.192897,0.788888,0.788888,0.999906,no
ATP9A,-0.190038,0.547672,0.547672,0.999906,no
ATP9B,-0.132792,0.711796,0.711796,0.999906,no
ATPAF1,0.0254001,0.948781,0.948781,0.999906,no
ATPAF2,-0.0525097,0.92001,0.92001,0.999906,no
ATPBD4,-0.309752,0.652173,0.652173,0.999906,no
ATPIF1,0.0693944,0.854616,0.854616,0.999906,no
ATR,0.0185691,0.957827,0.957827,0.999906,no
ATRIP,-0.258383,0.612687,0.612687,0.999906,no
ATRN,-0.0267672,0.94351,0.94351,0.999906,no
ATRX,0.203377,0.525113,0.525113,0.999906,no
ATXN1,0.448003,0.159224,0.159224,0.999906,no
ATXN10,-0.0568245,0.853853,0.853853,0.999906,no
ATXN1L,-0.408617,0.720609,0.720609,0.999906,no
ATXN2,-0.396898,0.209785,0.209785,0.999906,no
ATXN2L,0.0299074,0.928822,0.928822,0.999906,no
ATXN3,0.0831083,0.846106,0.846106,0.999906,no
ATXN7,-0.252068,0.503126,0.503126,0.999906,no
ATXN7L1,0.296127,0.628602,0.628602,0.999906,no
ATXN7L2,-0.501556,0.412085,0.412085,0.999906,no
ATXN7L3,-0.126718,0.706724,0.706724,0.999906,no
ATXN7L3B,0.0177712,0.954193,0.954193,0.999906,no
AUH,0.367585,0.408209,0.408209,0.999906,no
AUP1,-0.459459,0.286116,0.286116,0.999906,no
AURKA,0.310394,0.605085,0.605085,0.999906,no
AURKAIP1,-0.173858,0.661512,0.661512,0.999906,no
AURKB,-0.182602,0.853221,0.853221,0.999906,no
AURKC,-0.330751,0.755133,0.755133,0.999906,no
AUTS2,-0.474389,0.208416,0.208416,0.999906,no
AVEN,-0.624911,0.131137,0.131137,0.999906,no
AVIL,-0.400557,0.729007,0.729007,0.999906,no
AVL9,-0.226957,0.580987,0.580987,0.999906,no
AVPI1,-0.128315,0.704593,0.704593,0.999906,no
AXIN1,-0.189646,0.620983,0.620983,0.999906,no
AXIN2,-1.23012,0.00111488,0.00111488,0.0481322,yes
AXL,-0.155009,0.655657,0.655657,0.999906,no
AZI1,0.140286,0.771787,0.771787,0.999906,no
AZI2,-0.0372106,0.91833,0.91833,0.999906,no
AZIN1,0.151301,0.640487,0.640487,0.999906,no
B2M,0.142774,0.732337,0.732337,0.999906,no
B3GALNT1,0.203655,0.712301,0.712301,0.999906,no
B3GALNT2,0.308069,0.432263,0.432263,0.999906,no
B3GALT1,-1.5609,0.104602,0.104602,0.999906,no
B3GALT2,-2.67657,0.200209,0.200209,0.999906,no
B3GALT4,-0.621509,0.401256,0.401256,0.999906,no
B3GALT6,-0.055551,0.880728,0.880728,0.999906,no
B3GALTL,-0.272737,0.516224,0.516224,0.999906,no
